8,32,32,16,32,os,77,20.779
8,32,128,16,32,os,173,36.994
8,32,64,16,32,os,109,29.358
8,32,64,16,32,os,109,29.358
8,32,128,16,32,os,173,36.994
8,32,32,16,32,os,77,20.779
8,32,64,16,32,os,109,29.358
8,32,32,16,32,os,77,20.779
16,64,64,16,32,os,219,58.447
8,32,128,16,32,os,173,36.994
8,32,64,16,32,os,109,29.358
8,32,64,16,32,os,109,29.358
8,32,128,16,32,os,173,36.994
8,32,64,16,32,os,109,29.358
8,32,256,16,32,os,301,42.525
16,64,128,16,32,os,347,73.775
32,16,64,16,32,os,219,29.224
8,32,128,16,32,os,173,36.994
8,32,256,16,32,os,301,42.525
8,32,128,16,32,os,173,36.994
32,16,16,16,32,os,123,13.008
8,32,256,16,32,os,301,42.525
8,32,128,16,32,os,173,36.994
16,64,32,16,32,os,155,41.290
8,32,128,16,32,os,173,36.994
32,16,64,16,32,os,219,29.224
16,64,64,16,32,os,219,58.447
32,16,32,16,32,os,155,20.645
16,64,64,16,32,os,219,58.447
8,32,128,16,32,os,173,36.994
32,16,64,16,32,os,219,29.224
32,16,32,16,32,os,155,20.645
16,64,64,16,32,os,219,58.447
8,32,32,16,32,os,77,20.779
8,32,512,16,32,os,557,45.961
32,16,16,16,32,os,123,13.008
8,32,64,16,32,os,109,29.358
32,16,16,16,32,os,123,13.008
8,32,256,16,32,os,301,42.525
32,16,32,16,32,os,155,20.645
8,32,512,16,32,os,557,45.961
8,32,256,16,32,os,301,42.525
8,32,256,16,32,os,301,42.525
8,32,256,16,32,os,301,42.525
64,32,32,16,32,os,311,41.158
32,16,32,16,32,os,155,20.645
8,32,256,16,32,os,301,42.525
16,64,32,16,32,os,155,41.290
16,64,128,16,32,os,347,73.775
8,32,256,16,32,os,301,42.525
32,16,32,16,32,os,155,20.645
32,16,32,16,32,os,155,20.645
16,64,256,16,32,os,603,84.909
8,32,256,16,32,os,301,42.525
16,64,128,16,32,os,347,73.775
16,64,128,16,32,os,347,73.775
32,16,128,16,32,os,347,36.888
32,16,128,16,32,os,347,36.888
16,64,256,16,32,os,603,84.909
8,32,128,16,32,os,173,36.994
16,64,128,16,32,os,347,73.775
8,32,128,16,32,os,173,36.994
32,16,128,16,32,os,347,36.888
32,16,64,16,32,os,219,29.224
32,16,64,16,32,os,219,29.224
16,64,64,16,32,os,219,58.447
16,64,256,16,32,os,603,84.909
8,32,128,16,32,os,173,36.994
64,32,64,16,32,os,439,58.314
32,16,64,16,32,os,219,29.224
64,32,16,16,32,os,247,25.911
32,16,64,16,32,os,219,29.224
8,32,512,16,32,os,557,45.961
32,16,64,16,32,os,219,29.224
64,32,32,16,32,os,311,41.158
32,16,16,16,32,os,123,13.008
32,16,128,16,32,os,347,36.888
16,64,64,16,32,os,219,58.447
64,32,32,16,32,os,311,41.158
32,128,32,16,32,os,623,41.091
16,16,64,16,32,os,109,29.358
32,16,64,16,32,os,219,29.224
32,128,64,16,32,os,879,58.248
16,16,128,16,32,os,173,36.994
32,16,128,16,32,os,347,36.888
64,32,32,16,32,os,311,41.158
32,16,256,16,32,os,603,42.454
16,64,128,16,32,os,347,73.775
16,64,256,16,32,os,603,84.909
16,64,64,16,32,os,219,58.447
8,32,512,16,32,os,557,45.961
16,64,256,16,32,os,603,84.909
8,32,256,16,32,os,301,42.525
32,16,64,16,32,os,219,29.224
64,32,64,16,32,os,439,58.314
32,16,256,16,32,os,603,42.454
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
8,32,512,16,32,os,557,45.961
16,64,256,16,32,os,603,84.909
32,16,128,16,32,os,347,36.888
16,16,128,16,32,os,173,36.994
32,16,128,16,32,os,347,36.888
32,16,128,16,32,os,347,36.888
16,64,256,16,32,os,603,84.909
32,16,128,16,32,os,347,36.888
32,16,128,16,32,os,347,36.888
32,32,16,16,32,os,123,26.016
8,32,64,16,32,os,109,29.358
8,32,64,16,32,os,109,29.358
64,32,128,16,32,os,695,73.669
32,16,128,16,32,os,347,36.888
32,32,32,16,32,os,155,41.290
16,16,128,16,32,os,173,36.994
64,32,64,16,32,os,439,58.314
64,32,128,16,32,os,695,73.669
32,16,128,16,32,os,347,36.888
8,32,128,16,32,os,173,36.994
16,64,32,16,32,os,155,41.290
32,16,32,16,32,os,155,20.645
32,32,32,16,32,os,155,41.290
64,32,32,16,32,os,311,41.158
32,16,64,16,32,os,219,29.224
64,32,64,16,32,os,439,58.314
8,32,128,16,32,os,173,36.994
64,32,128,16,32,os,695,73.669
64,32,128,16,32,os,695,73.669
16,16,256,16,32,os,301,42.525
8,32,32,16,32,os,77,20.779
32,16,16,16,32,os,123,13.008
32,32,64,16,32,os,219,58.447
64,32,64,16,32,os,439,58.314
64,32,64,16,32,os,439,58.314
32,32,32,16,32,os,155,41.290
16,16,256,16,32,os,301,42.525
8,32,128,16,32,os,173,36.994
16,64,64,16,32,os,219,58.447
8,32,256,16,32,os,301,42.525
32,32,64,16,32,os,219,58.447
32,32,128,16,32,os,347,73.775
16,16,256,16,32,os,301,42.525
32,16,256,16,32,os,603,42.454
8,32,256,16,32,os,301,42.525
16,64,32,16,32,os,155,41.290
16,16,64,16,32,os,109,29.358
32,32,128,16,32,os,347,73.775
32,16,256,16,32,os,603,42.454
8,32,256,16,32,os,301,42.525
64,32,32,16,32,os,311,41.158
64,64,8,16,32,os,431,14.849
64,32,64,16,32,os,439,58.314
32,16,256,16,32,os,603,42.454
32,16,64,16,32,os,219,29.224
8,32,64,16,32,os,109,29.358
16,16,64,16,32,os,109,29.358
32,16,32,16,32,os,155,20.645
16,16,256,16,32,os,301,42.525
32,32,32,16,32,os,155,41.290
32,16,64,16,32,os,219,29.224
16,16,512,16,32,os,557,45.961
32,16,256,16,32,os,603,42.454
16,64,64,16,32,os,219,58.447
32,16,32,16,32,os,155,20.645
8,32,256,16,32,os,301,42.525
64,32,128,16,32,os,695,73.669
16,64,256,16,32,os,603,84.909
32,32,64,16,32,os,219,58.447
128,64,16,16,32,os,991,25.832
32,32,64,16,32,os,219,58.447
16,16,32,16,32,os,77,20.779
8,32,128,16,32,os,173,36.994
32,16,256,16,32,os,603,42.454
8,32,256,16,32,os,301,42.525
16,16,512,16,32,os,557,45.961
64,32,128,16,32,os,695,73.669
16,64,32,16,32,os,155,41.290
32,16,256,16,32,os,603,42.454
32,16,32,16,32,os,155,20.645
16,16,256,16,32,os,301,42.525
32,128,128,16,32,os,1391,73.616
8,32,256,16,32,os,301,42.525
64,64,16,16,32,os,495,25.859
128,64,32,16,32,os,1247,41.059
64,64,32,16,32,os,623,41.091
64,32,32,16,32,os,311,41.158
64,32,16,16,32,os,247,25.911
64,32,16,16,32,os,247,25.911
8,32,128,16,32,os,173,36.994
32,32,64,16,32,os,219,58.447
16,16,256,16,32,os,301,42.525
32,16,256,16,32,os,603,42.454
32,32,256,16,32,os,603,84.909
8,32,256,16,32,os,301,42.525
64,32,16,16,32,os,247,25.911
32,16,256,16,32,os,603,42.454
32,32,16,16,32,os,123,26.016
64,64,16,16,32,os,495,25.859
32,32,8,16,32,os,107,14.953
32,16,128,16,32,os,347,36.888
32,16,32,16,32,os,155,20.645
16,16,512,16,32,os,557,45.961
8,32,256,16,32,os,301,42.525
32,16,256,16,32,os,603,42.454
64,32,128,16,32,os,695,73.669
32,16,256,16,32,os,603,42.454
32,16,128,16,32,os,347,36.888
32,16,256,16,32,os,603,42.454
32,16,256,16,32,os,603,42.454
8,32,256,16,32,os,301,42.525
32,16,256,16,32,os,603,42.454
32,32,128,16,32,os,347,73.775
64,32,128,16,32,os,695,73.669
32,32,16,16,32,os,123,26.016
32,16,16,16,32,os,123,13.008
32,16,32,16,32,os,155,20.645
64,32,32,16,32,os,311,41.158
16,64,128,16,32,os,347,73.775
32,128,64,16,32,os,879,58.248
32,32,64,16,32,os,219,58.447
64,64,16,16,32,os,495,25.859
32,32,128,16,32,os,347,73.775
64,32,32,16,32,os,311,41.158
32,32,64,16,32,os,219,58.447
32,16,64,16,32,os,219,29.224
32,16,64,16,32,os,219,29.224
16,16,32,16,32,os,77,20.779
8,32,256,16,32,os,301,42.525
16,16,512,16,32,os,557,45.961
64,32,128,16,32,os,695,73.669
32,32,64,16,32,os,219,58.447
64,32,128,16,32,os,695,73.669
8,32,512,16,32,os,557,45.961
64,64,32,16,32,os,623,41.091
32,32,256,16,32,os,603,84.909
16,64,128,16,32,os,347,73.775
8,32,256,16,32,os,301,42.525
32,32,64,16,32,os,219,58.447
32,32,128,16,32,os,347,73.775
32,32,64,16,32,os,219,58.447
16,64,128,16,32,os,347,73.775
16,64,128,16,32,os,347,73.775
32,32,256,16,32,os,603,84.909
128,64,16,16,32,os,991,25.832
16,64,128,16,32,os,347,73.775
16,16,32,16,32,os,77,20.779
16,16,128,16,32,os,173,36.994
32,16,64,16,32,os,219,29.224
64,64,16,16,32,os,495,25.859
64,32,128,16,32,os,695,73.669
16,16,64,16,32,os,109,29.358
16,64,128,16,32,os,347,73.775
